Flight Number, Start Time (UTC), Sim Start Time (UTC), Origination Airport, Origination Airport Name, Departure Runway, Destination Airport, Destination Airport Name, Flight Time, Flight Time - Day, Flight Time - Night, Flight Distance (nm), Take Offs, Day Takeoffs, Night Takeoffs, Landings, Day Landings, Night Landings, Aircraft Mfg, Aircraft Type, Aircraft Codename, Aircraft Model, Startup Location, Type of Flight Decoded, Latitude,Longitude,Weather,Flight Description
358,2023/6/18 4:34:13,2023/6/17 15:47:02,KCGX,"Chicago Meigs Airport,  Chicago IL",36,KCGX,"Chicago Meigs Airport,  Chicago IL",00:06:40,00:06:40,00:00:00,7.0651,1,1,0,1,1,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II D-ELGW",Runway,Free Flight,41.8607913615117,-87.608059393242,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
359,2023/6/18 8:42:53,2023/6/18 8:02:59,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:03:27,00:03:27,00:00:00,7.1240,1,1,0,0,0,0,ryanbatc,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Cessna 182RG Grey Blue",Runway,Free Flight,22.409372359837,114.20812625438,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
360,2023/6/19 13:00:34,2023/6/19 17:22:02,KTUC,"",18,KTUC,"",00:00:24,00:00:24,00:00:00,0.7249,1,1,0,0,0,0,ryanbatc,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Cessna 182RG Grey Blue",Runway,Free Flight,36.1267428200065,-111.24125062488,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
361,2023/6/19 13:02:19,2023/6/19 17:22:02,KTUC,"",18,UT25,"Monument Valley Airport,  Oljato-Monument Valley UT",00:38:57,00:38:57,00:00:00,81.0559,1,1,0,1,1,0,ryanbatc,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Cessna 182RG Grey Blue",Runway,Free Flight,37.0115669757792,-110.202113902196,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
362,2023/6/23 12:34:10,2023/6/23 15:57:03,KCGX,"Chicago Meigs Airport,  Chicago IL",36,KCGX,"Chicago Meigs Airport,  Chicago IL",00:01:51,00:01:51,00:00:00,3.9863,1,1,0,0,0,0,ryanbatc,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Cessna 182RG Grey Blue",Runway,Free Flight,41.8826575349314,-87.6738575007766,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
363,2023/6/23 12:40:58,2023/6/23 15:57:06,KCGX,"Chicago Meigs Airport,  Chicago IL",36,KCGX,"Chicago Meigs Airport,  Chicago IL",00:00:35,00:00:35,00:00:00,2.0667,1,1,0,0,0,0,Microsoft / S&H Software,"PLANETYPE_TURBO","microsoft-aircraft-atr","ATR 42 Hokkaido Air System JA12HC SNOW MIKU",Runway,Free Flight,41.887543679856,-87.615300854668,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
364,2023/6/23 12:50:27,2023/6/23 14:22:02,KCGX,"Chicago Meigs Airport,  Chicago IL",36,KPWK,"Chicago Executive Airport,  Chicago/Prospect Heights/Wheeling IL",00:10:02,00:10:02,00:00:00,25.6424,1,1,0,1,1,0,Microsoft / S&H Software,"PLANETYPE_TURBO","microsoft-aircraft-atr","ATR 42 Hokkaido Air System JA12HC SNOW MIKU",Runway,Free Flight,42.1092648786462,-87.9066111333668,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
365,2023/6/28 12:44:46,2023/6/29 1:56:02,CA90,"Cadiz Airstrip,  Cadiz CA",26,CA90,"Cadiz Airstrip,  Cadiz CA",00:00:01,00:00:01,00:00:00,0.0667,0,0,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,34.5143149948759,-115.510898726061,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
366,2023/6/28 13:04:17,2023/6/29 1:56:18,CA90,"Cadiz Airstrip,  Cadiz CA",26,KDAG,"Barstow Daggett Airport,  Daggett CA",00:43:12,00:43:12,00:00:00,70.7582,1,1,0,1,1,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II D-ELGW",Runway,Free Flight,34.855805234084,-116.790109081194,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
367,2023/6/29 11:36:05,2023/6/29 19:23:03,KDAG,"Barstow Daggett Airport,  Daggett CA",26,KSMO,"Santa Monica Municipal Airport,  Santa Monica CA",01:13:43,01:13:43,00:00:00,127.9561,1,1,0,2,2,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-sr22","SR 22 Kenmore Livery",Parking,Free Flight,34.0144884645187,-118.450828716159,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
368,2023/7/19 13:16:07,2023/7/19 13:52:02,KFFA,"First Flight Airport,  Kill Devil Hills NC",21,KFFA,"First Flight Airport,  Kill Devil Hills NC",00:00:07,00:00:07,00:00:00,0.2973,1,1,0,1,1,0,ryanbatc,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Cessna 182RG Grey Blue",Runway,Free Flight,36.016980028495,-75.6725191231817,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
369,2023/7/19 13:24:15,2023/7/19 13:52:02,KFFA,"First Flight Airport,  Kill Devil Hills NC",21,KFFA,"First Flight Airport,  Kill Devil Hills NC",00:03:30,00:03:30,00:00:00,5.6885,2,2,0,0,0,0,ryanbatc,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Cessna 182RG Grey Blue",Runway,Free Flight,36.0231889419352,-75.6703270040452,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
370,2023/7/19 13:31:33,2023/7/19 13:52:02,KFFA,"First Flight Airport,  Kill Devil Hills NC",21,KMQI,"Dare County Regional Airport,  Manteo NC",00:02:12,00:02:12,00:00:00,4.1553,1,1,0,0,0,0,ryanbatc,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Cessna 182RG Grey Blue",Runway,Free Flight,35.9554218011848,-75.6901855766773,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
371,2023/7/19 14:07:20,2023/7/19 14:02:01,KCGX,"Chicago Meigs Airport,  Chicago IL",36,KORD,"Chicago O'Hare International Airport,  Chicago IL",00:09:44,00:09:44,00:00:00,15.7428,1,1,0,1,1,0,ryanbatc,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Cessna 182RG Grey Blue",Runway,Free Flight,41.967116754568,-87.9049144685268,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
372,2023/7/19 14:57:56,2023/7/19 18:03:42,CYOW,"Ottawa Macdonald-Cartier International Airport,  Ottawa ON",25,CYOW,"Ottawa Macdonald-Cartier International Airport,  Ottawa ON",00:04:01,00:04:01,00:00:00,8.0715,1,1,0,0,0,0,ryanbatc,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Cessna 182RG Grey Blue",Runway,Free Flight,45.2819656560102,-75.5197071377188,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
373,2023/7/25 3:03:25,2023/7/25 2:02:21,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",22,RJTIH,"",00:05:53,00:05:53,00:00:00,11.9882,1,1,0,0,0,0,ryanbatc,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Cessna 182RG Grey Blue",Runway,Free Flight,35.6129507336216,139.94067074731,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
374,2023/7/27 14:52:24,2023/7/27 13:02:05,KMSP,"Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,  Minneapolis MN",22,KMSP,"Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,  Minneapolis MN",00:00:00,00:00:00,00:00:00,0.1168,0,0,0,0,0,0,ryanbatc,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Cessna 182RG Grey Blue",Runway,Free Flight,44.892243857325,-93.2102411706001,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
375,2023/7/28 9:00:55,2023/7/28 8:01:02,LFRS,"Nantes Atlantique Airport,  Nantes PDL",21,LFRS,"Nantes Atlantique Airport,  Nantes PDL",00:00:00,00:00:00,00:00:00,0.1967,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_TURBO","asobo-aircraft-tbm930","TBM 930 Asobo",Runway,Free Flight,47.1633114205014,-1.60300117917359,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
376,2023/7/28 9:18:27,2023/7/28 8:01:01,LFLL,"Lyon Saint-Exupéry Airport,  Lyon ARA",35,LFLL,"Lyon Saint-Exupéry Airport,  Lyon ARA",00:00:00,00:00:00,00:00:00,0.0650,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_TURBO","asobo-aircraft-tbm930","TBM 930 Asobo",Runway,Free Flight,45.711478491264,5.09020884521306,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
377,2023/7/29 12:49:58,2023/7/29 17:03:33,KMSP,"Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,  Minneapolis MN",22,KFCM,"Flying Cloud Airport,  Minneapolis MN",00:04:15,00:04:15,00:00:00,6.2332,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,44.8544864648687,-93.3418056182563,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
378,2023/7/29 12:58:31,2023/3/14 3:04:18,OBAR,"",0,OBAR,"",00:01:35,00:01:35,00:00:00,1.4793,0,0,0,1,1,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-xcub-redbull","Asobo XCub Red Bull",Flying,Landing Challenge,25.1415012372835,55.1856785081327,"Dubai Weather","asobo-landingchallenge-obar-redbull-dubai"
379,2023/7/29 13:00:20,2023/3/14 3:04:18,OBAR,"",0,OBAR,"",00:02:00,00:02:00,00:00:00,1.4878,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-xcub-redbull","Asobo XCub Red Bull",Flying,Landing Challenge,25.1413032719274,55.1862875372171,"Dubai Weather","asobo-landingchallenge-obar-redbull-dubai"
380,2023/7/29 14:41:50,2023/7/29 14:02:21,KMSP,"Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,  Minneapolis MN",30,KFCM,"Flying Cloud Airport,  Minneapolis MN",00:09:20,00:09:20,00:00:00,11.8538,1,1,0,1,1,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,44.8265193591122,-93.4604168403894,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
381,2023/8/5 3:52:56,2023/3/14 3:04:18,OBAR,"",0,OBAR,"",00:01:39,00:01:39,00:00:00,1.4886,0,0,0,1,1,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-xcub-redbull","Asobo XCub Red Bull",Flying,Landing Challenge,25.1415102357088,55.1855040807277,"Dubai Weather","asobo-landingchallenge-obar-redbull-dubai"
382,2023/8/5 3:54:48,2023/3/14 3:04:18,OBAR,"",0,OBAR,"",00:02:04,00:02:04,00:00:00,1.3300,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-xcub-redbull","Asobo XCub Red Bull",Flying,Landing Challenge,25.1398095333317,55.1830727420747,"Dubai Weather","asobo-landingchallenge-obar-redbull-dubai"
383,2023/8/5 3:58:52,2023/3/14 3:04:03,ZGSZ,"Shenzhen Bao'an International Airport,  Shenzhen (Bao'an) 44",33,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:18:37,00:18:37,00:00:00,30.1584,1,1,0,1,1,0,Got Gravel,"PLANETYPE_PROPELLER","gotgravel-monster-nxcub","MonsterNX: Blue-Gold",Runway,Free Flight,22.3236443622366,114.198542051017,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
384,2023/8/6 3:03:40,2023/8/6 3:01:04,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:00,00:00:00,00:00:00,0.0765,0,0,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,22.3049096408129,114.215371320024,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
385,2023/8/6 3:06:21,2023/8/6 3:01:04,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:00,00:00:00,00:00:00,0.0765,0,0,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,22.3049096408129,114.215371403843,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
386,2023/8/6 3:31:11,2023/8/6 3:02:01,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:00,00:00:00,00:00:00,0.0781,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-da40-ng","DA40-NG Asobo",Runway,Free Flight,22.304945634514,114.215330332518,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
387,2023/8/6 3:40:43,2023/8/6 3:01:01,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:00,00:00:00,00:00:00,0.0781,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-da40-ng","DA40-NG Asobo",Runway,Free Flight,22.304945634514,114.215330332518,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
388,2023/8/6 5:55:30,2023/8/6 5:55:30,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:00,00:00:00,00:00:00,0.0765,0,0,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,22.3049096408129,114.215371152386,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
389,2023/8/6 9:32:34,2023/8/6 9:32:34,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:00,00:00:00,00:00:00,0.0776,0,0,0,0,0,0,VolcTech/FlightFX,"PLANETYPE_JET","ffx-aircraft-visionjet","FFX Vision Jet Shuttle",Runway,Free Flight,22.3049366360887,114.215341564268,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
390,2023/8/22 11:01:36,2023/8/22 11:01:37,EKCH,"Copenhagen Kastrup Airport,  Copenhagen 84",30,EKCH,"Copenhagen Kastrup Airport,  Copenhagen 84",00:00:00,00:00:00,00:00:00,0.0706,0,0,0,0,0,0,Sim Skunk Works,"PLANETYPE_PROPELLER","simskunkworks-aircraft-sf260","SIAI-Marchetti SF 260 ITALIAN AIR FORCE CENTENARY",Runway,Free Flight,55.6130577148999,12.6691786665469,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
391,2023/8/22 11:09:04,2023/8/22 11:09:05,EKCH,"Copenhagen Kastrup Airport,  Copenhagen 84",30,EKCH,"Copenhagen Kastrup Airport,  Copenhagen 84",00:00:08,00:00:08,00:00:00,1.1915,1,1,0,0,0,0,Roland Laborie,"PLANETYPE_TURBO","rolandlaborie-aircraft-a400m","A400M France",Runway,Free Flight,55.6230729622316,12.6408666092902,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
392,2023/9/1 13:52:03,2023/9/2 0:43:05,NZCH,"Christchurch International Airport,  Christchurch CAN",20,NZCH,"Christchurch International Airport,  Christchurch CAN",00:06:45,00:06:45,00:00:00,11.0206,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,-43.5643912315345,172.582638552412,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
393,2023/9/1 14:06:14,2023/9/2 0:33:04,NZCH,"Christchurch International Airport,  Christchurch CAN",20,NZCH,"Christchurch International Airport,  Christchurch CAN",00:02:53,00:02:53,00:00:00,2.3236,1,1,0,1,1,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Parking,Free Flight,-43.4881475741745,172.530805449933,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
394,2023/9/5 14:06:46,2023/9/5 14:06:47,KBWI,"Baltimore/Washington International Thurgood Marshall Airport,  Baltimore MD",28,KBWI,"Baltimore/Washington International Thurgood Marshall Airport,  Baltimore MD",00:01:39,00:01:39,00:00:00,1.9647,1,1,0,0,0,0,Microsoft/Asobo/ATSimulations,"PLANETYPE_PROPELLER","microsoft-aircraft-antonov2","Antonov An-2 Wheels Modern Avionics",Runway,Free Flight,39.1592931237034,-76.6849580593407,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
395,2023/9/7 14:01:13,2023/9/7 16:07:14,3W5,"Mears Field Airport,  Concrete WA",25,0W7,"Floathaven Seaplane Base,  Bellingham WA",00:13:13,00:13:13,00:00:00,25.7885,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,48.6954193016222,-122.325966954231,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
396,2023/9/7 14:19:10,2023/9/7 14:19:11,KBWI,"Baltimore/Washington International Thurgood Marshall Airport,  Baltimore MD",28,KDCA,"Ronald Reagan Washington National Airport,  Washington DC",00:19:57,00:19:57,00:00:00,35.9158,0,0,0,1,1,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Parking,Free Flight,38.8591146549354,-77.0414039399475,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
397,2023/9/7 15:10:22,2023/9/7 15:10:22,KSWF,"New York Stewart International Airport,  Newburgh NY",27,KSWF,"New York Stewart International Airport,  Newburgh NY",00:04:32,00:04:32,00:00:00,3.4764,1,1,0,1,1,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,41.5026000449921,-74.1192183550447,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
398,2023/9/11 9:02:30,2023/9/11 9:02:30,LSZG,"Grenchen Airfield,  Grenchen SO",24,LSZG,"Grenchen Airfield,  Grenchen SO",00:00:00,00:00:00,00:00:00,0.1670,0,0,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Parking,Free Flight,47.180768365536,7.41061988286674,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
399,2023/9/11 10:46:36,2023/9/11 10:46:36,LIRJ,"Marina Di Campo Airport,  Marina  Di Campo 52",34,LIRF,"Rome–Fiumicino Leonardo da Vinci International Airport,  Rome 62",00:33:31,00:33:31,00:00:00,109.6613,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_TURBO","asobo-aircraft-tbm930","TBM 930 Asobo",Runway,Free Flight,41.8383042967481,12.2628169599921,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
400,2023/10/1 14:02:17,2023/10/1 14:02:18,KJFK,"John F Kennedy International Airport,  New York NY",31,KTEB,"Teterboro Airport,  Teterboro NJ",00:11:28,00:11:28,00:00:00,34.7068,1,1,0,1,1,0,Got Friends,"PLANETYPE_PROPELLER","gotfriends-aircraft-f4f-4","F4F-4 Wildcat: Butch O'Hare",Parking,Free Flight,40.8501242282601,-74.0647198073566,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
401,2023/10/4 13:52:05,2023/10/4 13:52:05,EGKK,"London Gatwick Airport,  Gatwick  Surrey",26,HAMCP,"",00:07:29,00:07:29,00:00:00,17.3597,1,1,0,0,0,0,Got Friends,"PLANETYPE_PROPELLER","gotfriends-aircraft-f4f-4","F4F-4 Wildcat: Butch O'Hare",Parking,Free Flight,51.35722548554,-0.377406757324934,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
402,2023/10/4 14:14:28,2023/10/4 14:14:29,EDDH,"Hamburg Helmut Schmidt Airport,  Hamburg HH",23,EDHL,"Lübeck Blankensee Airport,  Lübeck SH",00:12:04,00:12:04,00:00:00,29.6853,1,1,0,1,1,0,Got Friends,"PLANETYPE_PROPELLER","gotfriends-aircraft-f4f-4","F4F-4 Wildcat: Butch O'Hare",Parking,Free Flight,53.8047071762442,10.7054720073938,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
403,2023/10/9 14:23:49,2023/10/9 14:23:49,EGGP,"Liverpool John Lennon Airport,  Liverpool ENG",27,EGOQ,"RAF Mona,  Holyhead Island WLS",00:11:15,00:11:15,00:00:00,39.8867,1,1,0,0,0,0,Microsoft / S&H Software,"PLANETYPE_TURBO","microsoft-aircraft-atr","ATR 42 Hokkaido Air System JA12HC SNOW MIKU",Runway,Free Flight,53.4301747194241,-3.89176902361214,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
404,2023/10/9 14:40:51,2023/10/9 14:40:52,EGCC,"Manchester Airport,  Manchester ENG",23,EGCC,"Manchester Airport,  Manchester ENG",00:00:00,00:00:00,00:00:00,0.1023,0,0,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,53.3498367785637,-2.27374127134681,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
405,2023/10/9 14:43:13,2023/10/9 14:43:14,EGCC,"Manchester Airport,  Manchester ENG",23,EGXM,"",00:45:05,00:45:05,00:00:00,74.3296,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,53.3041067813133,-0.85074607282877,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
406,2023/10/28 11:24:03,2023/10/28 11:02:04,LFPB,"Paris-Le Bourget Airport,  Paris IDF",25,VOLC4,"",00:00:05,00:00:05,00:00:00,2.0913,1,1,0,0,0,0,//42,"PLANETYPE_OTHER","p42-groundvehicle-juice-goose","Juice Goose 141 - White",Runway,Free Flight,48.9539980503412,2.42583576589823,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
407,2023/10/28 13:41:43,2023/10/28 10:15:04,ESSA,"Stockholm-Arlanda Airport,  Stockholm AB",26,ES04,"",00:04:16,00:04:16,00:00:00,9.9562,1,1,0,0,0,0,Black Square,"PLANETYPE_TURBO","bksq-aircraft-tbm850","Black Square TBM 850 Feather Red",Runway,Free Flight,59.6378553753093,18.1817148160189,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
408,2023/10/28 13:49:17,2023/10/28 10:15:06,ENGM,"Oslo Airport; Gardermoen,  Oslo 30",19,ENAA,"",00:17:24,00:17:24,00:00:00,29.5207,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,60.1328227560177,11.4543415792286,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
409,2023/10/28 14:20:54,2023/10/28 10:15:01,LIRF,"Rome–Fiumicino Leonardo da Vinci International Airport,  Rome 62",25,LIRE,"Pratica Di Mare Air Base,  Pomezia 62",00:08:07,00:08:07,00:00:00,13.9349,1,1,0,1,1,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,41.6564641187792,12.440427057445,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
410,2023/10/29 12:06:43,2023/10/29 17:22:03,KPHL,"Philadelphia International Airport,  Philadelphia PA",27,KPHL,"Philadelphia International Airport,  Philadelphia PA",00:00:00,00:00:00,00:00:00,0.0623,0,0,0,0,0,0,Got Friends,"PLANETYPE_PROPELLER","gotfriends-aircraft-f4f-4","F4F-4 Wildcat: Butch O'Hare",Runway,Free Flight,39.8678561251781,-75.2399373985827,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
411,2023/11/5 8:43:34,2023/11/5 11:05:35,ESGG,"Gothenburg-Landvetter Airport,  Gothenburg Q",21,ESGI,"Alingsås Airfield,  Alingsås Q",00:06:16,00:06:16,00:00:00,11.7695,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,57.7936461119304,12.4746125657111,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
412,2023/11/5 8:56:07,2023/11/5 10:06:05,ENGM,"Oslo Airport; Gardermoen,  Oslo 30",19,ENGM,"Oslo Airport; Gardermoen,  Oslo 30",00:00:00,00:00:00,00:00:00,0.1414,0,0,0,0,0,0,Black Square,"PLANETYPE_TURBO","bksq-aircraft-tbm850","Black Square TBM 850 Feather Red",Runway,Free Flight,60.213844577199,11.0903923027217,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
413,2023/11/5 9:17:00,2023/11/5 9:01:03,EGGP,"Liverpool John Lennon Airport,  Liverpool ENG",27,EGGP,"Liverpool John Lennon Airport,  Liverpool ENG",00:00:00,00:00:00,00:00:00,0.0680,0,0,0,0,0,0,Black Square,"PLANETYPE_TURBO","bksq-aircraft-tbm850","Black Square TBM 850 Feather Red",Runway,Free Flight,53.3343324918139,-2.83404123969376,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
414,2023/11/5 11:33:19,2023/11/5 11:02:07,ENGM,"Oslo Airport; Gardermoen,  Oslo 30",19,ENKL,"Gol Airport,  Klanten flyplass 30",00:47:01,00:47:01,00:00:00,85.1308,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,60.2016427125253,8.28953476622701,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
415,2023/11/12 11:35:15,2023/11/12 11:02:08,LPFR,"Faro Airport,  Faro 8",28,LPFR,"Faro Airport,  Faro 8",00:00:00,00:00:00,00:00:00,0.1585,0,0,0,0,0,0,Fenixsim,"PLANETYPE_AIRLINER","fnx-aircraft-320","FenixA320",Runway,Free Flight,37.0138525757992,-7.96166547574103,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
